병원명,업무구분,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,데이터기준일자
훼미리치과의원,치과의원,031-415-2875,"경기도 안산시 상록구 석호로 312, 3층 (본오동)",,,,,,,,,2022-06-01
본오제일의원,의원,031-415-7572,"경기도 안산시 상록구 본이로 53, 2층 (본오동)",,,,,,,,,2022-06-01
김영윤치과의원,치과의원,031-416-2175,"경기도 안산시 상록구 본오로 91, 2층 (본오동)",,,,,,,,,2022-06-01
진솔한의원,한의원,031-408-1175,"경기도 안산시 상록구 도매시장로 92-1, 1층 (일동)",,,,,,,,,2022-06-01
한사랑치과의원,치과의원,031-438-7528,"경기도 안산시 상록구 각골로 74 (본오동, 2층)",,,,,,,,,2022-06-01
내츄럴치과의원,치과의원,031-406-2825,"경기도 안산시 상록구 본오로 59, 2층 (본오동)",,,,,,,,,2022-06-01
안산한의원,한의원,031-409-1075,"경기도 안산시 상록구 본삼로 49, 3층 302,303호 (본오동, 대명빌딩)",,,,,,,,,2022-06-01
닥터조치과의원,치과의원,031-438-2119,"경기도 안산시 상록구 해양1로 34, 401~402호 (사동, 푸르지오7차상가)",,,,,,,,,2022-06-01
팔곡연세의원,의원,031-437-8781,"경기도 안산시 상록구 정동1길 2, 1층 (팔곡일동)",,,,,,,,,2022-06-01
위내과의원,의원,031-419-8275,"경기도 안산시 상록구 본오로 124, 2층 (본오동)",,,,,,,,,2022-06-01
맥한의원,한의원,031-417-3075,"경기도 안산시 상록구 본오로 128, 4층 (본오동)",,,,,,,,,2022-06-01
우리가족의원,의원,031-482-3211,"경기도 안산시 상록구 본오로 124, 2층 (본오동)",,,,,,,,,2022-06-01
현대외과의원,의원,031-437-8000,"경기도 안산시 상록구 건건로 117 (건건동, 2층)",,,,,,,,,2022-06-01
활력한의원,한의원,031-438-7975,"경기도 안산시 상록구 샘골로 111, 강남빌딩 202호 (본오동)",,,,,,,,,2022-06-01
다솜의원,의원,031-401-7815,"경기도 안산시 상록구 화랑로 501, 예술프라자 302호 (성포동)",,,,,,,,,2022-06-01
해나무한의원,한의원,031-485-1073,"경기도 안산시 상록구 화랑로 501, 304호 (성포동)",,,,,,,,,2022-06-01
이-믿음치과의원,치과의원,031-439-2877,"경기도 안산시 상록구 샘골로 152 (본오동, 2층)",,,,,,,,,2022-06-01
서울윌치과의원,치과의원,031-437-2887,"경기도 안산시 상록구 건건로 117 (건건동, 303호)",,,,,,,,,2022-06-01
반월경희한의원,한의원,031-438-2900,"경기도 안산시 상록구 건건로 122 (건건동, 덕천상가 301호,302호)",,,,,,,,,2022-06-01
굿치과의원,치과의원,031-486-2755,"경기도 안산시 상록구 화랑로 501, 305~306호 (성포동)",,,,,,,,,2022-06-01
서울정형외과의원,의원,031-437-5661,"경기도 안산시 상록구 석호로 162-1, 1~4층 (사동)",,,,,,,,,2022-06-01
고외과의원,의원,031-502-8100,"경기도 안산시 상록구 선진4길 39-1, 1~4층 (사동)",,,,,,,,,2022-06-01
해바라기치과의원,치과의원,031-417-8275,"경기도 안산시 상록구 부곡로 131, 1호 (부곡동)",,,,,,,,,2022-06-01
아름다운피부과의원,의원,031-409-1161,"경기도 안산시 상록구 상록수로 54, 502호 (본오동)",,,,,,,,,2022-06-01
민들레치과의원,치과의원,031-419-8575,"경기도 안산시 상록구 초당로 50, 2층 (사동)",,,,,,,,,2022-06-01
365열린의원,의원,031-405-0365,"경기도 안산시 상록구 시낭북로4길 1, 2층 (부곡동)",,,,,,,,,2022-06-01
보아스이비인후과의원,의원,031 406 5075,"경기도 안산시 상록구 샘골로 142 (본오동, 동보프라자)",,,,,,,,,2022-06-01
성삼의료재단영광한의원,한의원,031-416-1075,"경기도 안산시 상록구 안산대학로 105, 2층 (일동)",,,,,,,,,2022-06-01
미즈피아산부인과의원,의원,031-407-0077,경기도 안산시 상록구 샘골로 112 (본오동),,,,,,,,,2022-06-01
정소아과의원,의원,031-418-8575,"경기도 안산시 상록구 감골2로 40, 2층 206호 (사동, 현대2차중심상가)",,,,,,,,,2022-06-01
다홍한의원,한의원,031-406-3324,"경기도 안산시 상록구 해양1로 15, 2층 202, 208, 209호 (사동, 안산고잔6차푸르지오 상가동)",,,,,,,,,2022-06-01
희망의원,의원,031-406-5556,"경기도 안산시 상록구 반석로 77, 1층 (본오동)",,,,,,,,,2022-06-01
연세우리의원,의원,031-408-8275,"경기도 안산시 상록구 항가울로 14-1, 2~3층 (사동)",,,,,,,,,2022-06-01
연세가정의학과소아과의원,의원,031-502-8275-6,"경기도 안산시 상록구 해양1로 11, 203,204호 (사동, 푸르지오6차 상가)",,,,,,,,,2022-06-01
한솔가정의학과의원,의원,031-415-0603,"경기도 안산시 상록구 샘골로 38, 2층 (본오동)",,,,,,,,,2022-06-01
연세조내과의원,의원,031-437-1119,"경기도 안산시 상록구 샘골로 147 (본오동, 대산빌딩)",,,,,,,,,2022-06-01
정다운치과의원,치과의원,031-502-7582,"경기도 안산시 상록구 삼리로 34, 2층 (사동)",,,,,,,,,2022-06-01
자미한의원,한의원,031-408-8877,"경기도 안산시 상록구 샘골로 139, 201호 (본오동, 광림빌딩)",,,,,,,,,2022-06-01
이튼치과의원,치과의원,031-438-2080,"경기도 안산시 상록구 일동로 24, 3층 전체 (일동)",,,,,,,,,2022-06-01
일동튼튼의원,의원,031-407-4700,"경기도 안산시 상록구 일동로 24, 2층 (일동)",,,,,,,,,2022-06-01
마음속내과의원,의원,031-502-7766,"경기도 안산시 상록구 용신로 382, 2층 (본오동, 상경빌딩)",,,,,,,,,2022-06-01
상큼한치과의원,치과의원,031-415-2828,"경기도 안산시 상록구 본오로 142, 3층 (본오동)",,,,,,,,,2022-06-01
해맑은치과의원,치과의원,031-408-0056,"경기도 안산시 상록구 성호로 120, 2층 (일동)",,,,,,,,,2022-06-01
재)성빈센트드뽈자비의수녀회유지재단안산빈센트의원,의원,031-407-9780,"경기도 안산시 상록구 한양대학로 39 (사동, 1~2층)",,,,,,,,,2022-06-01
수암한의원,한의원,031-484-7511,경기도 안산시 상록구 수암1길 3 (수암동),,,,,,,,,2022-06-01
아름다운치과의원,치과의원,031-502-7528,"경기도 안산시 상록구 샘골로 105, 2층 (본오동)",,,,,,,,,2022-06-01
상록우리들소아청소년과의원,의원,031-407-9797,"경기도 안산시 상록구 본삼로 49, 301호 (본오동, 대명빌딩)",,,,,,,,,2022-06-01
신농씨한의원,한의원,031-407-8575,"경기도 안산시 상록구 용신로 390, 403,405호 (본오동)",,,,,,,,,2022-06-01
상록우리치과의원,치과의원,031-438-2884,"경기도 안산시 상록구 석호로 180, 1층 (사동)",,,,,,,,,2022-06-01
진외과의원,의원,031-411-1113,"경기도 안산시 상록구 예술광장1로 54, 2층 (월피동, 오성프라자)",,,,,,,,,2022-06-01
삼성큐치과의원,치과의원,031-415-2804,"경기도 안산시 상록구 본삼로 51, 402호 (본오동, 리치스빌딩)",,,,,,,,,2022-06-01
제중당한의원,한의원,031-402-1075,"경기도 안산시 상록구 건건로 117 (건건동, 301호 302호)",,,,,,,,,2022-06-01
현대가정의원,의원,031-415-0103,경기도 안산시 상록구 도매시장로 105-1 (일동),,,,,,,,,2022-06-01
행복한여성의원,의원,031-438-3501,"경기도 안산시 상록구 샘골로 187, 2층 (본오동)",,,,,,,,,2022-06-01
정인치과의원,치과의원,031-438-8575,"경기도 안산시 상록구 도매시장로 103, 2층 (일동)",,,,,,,,,2022-06-01
미래의원,의원,031-501-6777,"경기도 안산시 상록구 샘골로 144, 201~202호 (본오동, 유경빌딩)",,,,,,,,,2022-06-01
진내과의원,의원,031-419-0095,"경기도 안산시 상록구 샘골로 140, 201,202,204호 (본오동, 경남빌딩)",,,,,,,,,2022-06-01
하나정형외과의원,의원,031-409-8275,경기도 안산시 상록구 도매시장로 31 (이동),,,,,,,,,2022-06-01
봄빛치과의원,치과의원,031-418-2822,"경기도 안산시 상록구 성호로13길 2, 2층 (부곡동)",,,,,,,,,2022-06-01
본오이사랑치과의원,치과의원,031-501-2804,"경기도 안산시 상록구 이호로 82-1, 2층 (본오동)",,,,,,,,,2022-06-01
감골한의원,한의원,031-502-1175,"경기도 안산시 상록구 석호로 184, 201호 (사동)",,,,,,,,,2022-06-01
안산인한의원,한의원,031-415-7575,"경기도 안산시 상록구 석호로 294, 2층 (본오동)",,,,,,,,,2022-06-01
중앙안과의원,의원,031-486-0123,"경기도 안산시 상록구 화랑로 513, 3층 1,2,25~27호 (성포동, 스타프라자)",,,,,,,,,2022-06-01
수암성가의원,의원,031-485-2545,"경기도 안산시 상록구 수암1길 7 (수암동, 선경탑스빌)",,,,,,,,,2022-06-01
이찬수정형외과의원,의원,031-406-6767,경기도 안산시 상록구 중보1길 24 (이동),,,,,,,,,2022-06-01
스타소아청소년과의원,의원,031-482-5312,"경기도 안산시 상록구 화랑로 513, 3층 3호, 9호 (성포동, 예술인아파트 스타프라자)",,,,,,,,,2022-06-01
송정신건강의학과의원,의원,031-501-1480,"경기도 안산시 상록구 상록수로 54, 303호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
안산재활의학과의원,의원,031-417-8575,경기도 안산시 상록구 본오로 118 (본오동),,,,,,,,,2022-06-01
참경희한의원,한의원,031-416-9875,경기도 안산시 상록구 항가울로 35 (사동),,,,,,,,,2022-06-01
제일한의원,한의원,031-418-9898,"경기도 안산시 상록구 감골1로 29, 202호 (사동, 월드크리닉)",,,,,,,,,2022-06-01
로진경희한의원,한의원,031-416-7575,"경기도 안산시 상록구 광덕1로 366, 201~202호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
우리한의원,한의원,031-417-8833,경기도 안산시 상록구 도매시장로 16 (이동),,,,,,,,,2022-06-01
누가의원,의원,031-419-4870,경기도 안산시 상록구 각골로 70 (본오동),,,,,,,,,2022-06-01
튼튼백세한의원,한의원,031-689-3368,"경기도 안산시 상록구 월피로 22 (월피동, 현대2차A상가 2층제2호)",,,,,,,,,2022-06-01
자성당한의원,한의원,031-418-5252,"경기도 안산시 상록구 본삼로 45, 3층 (본오동, 덕암빌딩)",,,,,,,,,2022-06-01
연세가정의학과의원,의원,031-419-7286,"경기도 안산시 상록구 본삼로 38, 월드아파트상가3동 202호 (본오동)",,,,,,,,,2022-06-01
조병섭내과의원,의원,031-411-5119,"경기도 안산시 상록구 예술광장1로 124, 201호 (성포동, 선경프라자)",,,,,,,,,2022-06-01
한일한의원,한의원,031-416-3690,"경기도 안산시 상록구 도매시장로 20, 2층 201, 202호 (이동)",,,,,,,,,2022-06-01
안산고려의원,의원,031-406-3321,"경기도 안산시 상록구 광덕1로 366, 6층 (이동, 로진메디칼빌딩)",,,,,,,,,2022-06-01
밝은성모안과의원,의원,031-419-6005,"경기도 안산시 상록구 샘골로 148, 2층 (본오동, 한미빌딩)",,,,,,,,,2022-06-01
스마일내과의원,의원,031-409-0900,"경기도 안산시 상록구 광덕1로 366, 304~305호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
박승철내과의원,의원,031-438-1175,"경기도 안산시 상록구 부곡로 128, 2층 (부곡동)",,,,,,,,,2022-06-01
참사랑의원,의원,031-502-4077,경기도 안산시 상록구 부곡로 28 (부곡동),,,,,,,,,2022-06-01
하나의원,의원,031-481-8282,"경기도 안산시 상록구 광덕산2로 22, 114,118호 (월피동, 은성빌딩)",,,,,,,,,2022-06-01
행복한치과의원,치과의원,031-501-2875,"경기도 안산시 상록구 광덕1로 386, 407호 (이동, 캠퍼스타운)",,,,,,,,,2022-06-01
현제의원,의원,031-419-5377,"경기도 안산시 상록구 초당로 52, 2층 (사동)",,,,,,,,,2022-06-01
청수한의원,한의원,031-439-0075,경기도 안산시 상록구 샘골로 54 (본오동),,,,,,,,,2022-06-01
현대내과의원,의원,031-407-2020,"경기도 안산시 상록구 샘골로 172, 203호 (본오동, 윤창빌딩)",,,,,,,,,2022-06-01
고잔e-편한치과의원,치과의원,031-419-2875,"경기도 안산시 상록구 광덕1로 366, 204호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
백치과의원,치과의원,031-408-2275,"경기도 안산시 상록구 상록수로 54, 301호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
한대경성한의원,한의원,031-419-6216,"경기도 안산시 상록구 광덕1로 376, 303호 (이동, 한대빌딩)",,,,,,,,,2022-06-01
서울정신건강의학과의원,의원,031-437-0413,"경기도 안산시 상록구 용신로 393, 303호 (본오동, 청암빌딩)",,,,,,,,,2022-06-01
상록이비인후과의원,의원,031-502-8465,"경기도 안산시 상록구 샘골로 140, 103~105호 (본오동, 경남빌딩)",,,,,,,,,2022-06-01
삼성본오의원,의원,031-418-0567,경기도 안산시 상록구 용신로 384 (본오동),,,,,,,,,2022-06-01
현치과의원,치과의원,031-487-1586,"경기도 안산시 상록구 예술광장1로 16, 304호 (월피동, 칠성프라자)",,,,,,,,,2022-06-01
서울내과의원,의원,031-417-7582,"경기도 안산시 상록구 상록수로 54, 402호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
서울이비인후과의원,의원,031-418-5522,"경기도 안산시 상록구 광덕1로 376, 302호 (이동, 한대프라자)",,,,,,,,,2022-06-01
이서울이비인후과의원,의원,031-416-7555,"경기도 안산시 상록구 본삼로 51, 302호 (본오동)",,,,,,,,,2022-06-01
청아한의원,한의원,031-413-1010,"경기도 안산시 상록구 본삼로 39 (본오동, 인제빌딩)",,,,,,,,,2022-06-01
소나무한의원,한의원,031-501-8275,"경기도 안산시 상록구 건건로 66, 스마트타워 202호 (건건동)",,,,,,,,,2022-06-01
한마음치과의원,치과의원,031-407-2277,"경기도 안산시 상록구 광덕1로 376, 202호 (이동, 한대프라자)",,,,,,,,,2022-06-01
안세치과의원,치과의원,031-418-2882,"경기도 안산시 상록구 감골1로 60, 3층 303호 (사동)",,,,,,,,,2022-06-01
고잔연세내과의원,의원,031-438-7585,"경기도 안산시 상록구 광덕1로 376, 304호 (이동, 한대빌딩)",,,,,,,,,2022-06-01
이화소아청소년과의원,의원,031-437-0210,"경기도 안산시 상록구 광덕1로 376, 205호 (이동, 한대프라자)",,,,,,,,,2022-06-01
B.M산부인과의원,의원,031-501-0660,"경기도 안산시 상록구 광덕1로 376, 4층 (이동, 한대빌딩)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합 새안산한의원,한의원,031-413-2206,"경기도 안산시 상록구 예술광장로 31, 파크프라자 501~504호 (월피동)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합 새안산의원,의원,031-405-8333,"경기도 안산시 상록구 예술광장로 31, 파크프라자 604~609호 (월피동)",,,,,,,,,2022-06-01
편한e치과의원,치과의원,031-502-2804,경기도 안산시 상록구 항가울로 19 (사동),,,,,,,,,2022-06-01
고잔정형외과의원,의원,031-438-2111,경기도 안산시 상록구 용신로 254-1 (사동),,,,,,,,,2022-06-01
제일성모의원,의원,031-520-5288,"경기도 안산시 상록구 석호로 296, 1층 (본오동)",,,,,,,,,2022-06-01
늘푸른치과의원,치과의원,031-438-2804,"경기도 안산시 상록구 중보로 47, 302호 (이동, 고잔프라자)",,,,,,,,,2022-06-01
김상후이비인후과의원,의원,031-485-8575,"경기도 안산시 상록구 예술광장1로 16, 404~405호 (월피동, 칠성프라자)",,,,,,,,,2022-06-01
고려한의원,한의원,031-410-0333,경기도 안산시 상록구 예술광장1로 126 (성포동),,,,,,,,,2022-06-01
서울중앙의원,의원,031-407-1014,"경기도 안산시 상록구 평안로1길 14, 2층 (사동)",,,,,,,,,2022-06-01
반월원광한의원,한의원,031-502-7399,"경기도 안산시 상록구 건건3길 5, 404호 (건건동, 센타프라자)",,,,,,,,,2022-06-01
늘푸른마취통증의학과의원,의원,031-419-0750,"경기도 안산시 상록구 본삼로 51, 204호 (본오동)",,,,,,,,,2022-06-01
한양재활의학과의원,의원,031-502-2552,"경기도 안산시 상록구 샘골로 154, 2층 201호 (본오동)",,,,,,,,,2022-06-01
서울성모의원,의원,031-407-1175,"경기도 안산시 상록구 구룡로 15, 2층 (일동)",,,,,,,,,2022-06-01
반월제일의원,의원,031-438-8001,"경기도 안산시 상록구 건건1길 27, 105호 (건건동, 한일프라자 )",,,,,,,,,2022-06-01
연세성모의원,의원,031-502-7575,"경기도 안산시 상록구 부곡로 130 (부곡동, 연세성모의원)",,,,,,,,,2022-06-01
우리외과의원,의원,031-418-7114,"경기도 안산시 상록구 석호로 310-1, 1~3층 (본오동)",,,,,,,,,2022-06-01
양세의원,의원,031-416-2776,"경기도 안산시 상록구 석호로 184 (사동, 1,2층 각일부)",,,,,,,,,2022-06-01
일동제일의원,의원,031-417-0380,"경기도 안산시 상록구 도매시장로 102, 1층 (일동)",,,,,,,,,2022-06-01
이가편한필치과의원,치과의원,031-407-2275,"경기도 안산시 상록구 도매시장로 20, 303~304호 (이동)",,,,,,,,,2022-06-01
안리숙내과의원,의원,031-501-8867,"경기도 안산시 상록구 감골1로 29, 1층 101호 (사동, 월드크리닉)",,,,,,,,,2022-06-01
부곡치과의원,치과의원,031-416-2994,"경기도 안산시 상록구 부곡로 124, 301호 (부곡동, 부곡프라자)",,,,,,,,,2022-06-01
으뜸치과의원,치과의원,031-487-2875,"경기도 안산시 상록구 예술광장로 63, 203호 (성포동, 성포프라자)",,,,,,,,,2022-06-01
김소강치과의원,치과의원,031-486-1435,"경기도 안산시 상록구 화랑로 508 (성포동, 예일빌딩)",,,,,,,,,2022-06-01
원의료소비자생활협동조합 감골치과의원,치과의원,031-502-2262,"경기도 안산시 상록구 감골1로 35, 101,102호 (사동)",,,,,,,,,2022-06-01
베스트치과의원,치과의원,031-419-5944,"경기도 안산시 상록구 도매시장로 16, 302호 (이동)",,,,,,,,,2022-06-01
이수형한의원,한의원,031-484-5900,"경기도 안산시 상록구 예술광장1로 16, 303호 (월피동, 칠성프라자)",,,,,,,,,2022-06-01
중화당한의원,한의원,031-419-9944,"경기도 안산시 상록구 본오로 133, 202호 (본오동)",,,,,,,,,2022-06-01
김경천안과의원,의원,031-484-4665,"경기도 안산시 상록구 예술광장1로 126, 경동프라자 206호 (성포동)",,,,,,,,,2022-06-01
장수한의원,한의원,031-409-0541,"경기도 안산시 상록구 샘골로 148, 202호 (본오동)",,,,,,,,,2022-06-01
조한의원,한의원,031-406-1017,"경기도 안산시 상록구 샘골로 147, 204호 (본오동)",,,,,,,,,2022-06-01
정영호치과의원,치과의원,031-413-7582,"경기도 안산시 상록구 예술광장1로 94, 301호 (성포동)",,,,,,,,,2022-06-01
성모안과의원,의원,031-418-6001,"경기도 안산시 상록구 본삼로 51, 201호 (본오동, 리치스빌딩)",,,,,,,,,2022-06-01
지성메디칼의원,의원,031-418-7723,"경기도 안산시 상록구 샘골로 190, 2층 (본오동, 국제프라자)",,,,,,,,,2022-06-01
이화산부인과의원,의원,031-408-6420,"경기도 안산시 상록구 샘골로 141, 202~203호 (본오동)",,,,,,,,,2022-06-01
수암강서의원,의원,031-485-2754,"경기도 안산시 상록구 수인로 2012, 2층 (수암동)",,,,,,,,,2022-06-01
상록수산부인과의원,의원,031-406-9103,"경기도 안산시 상록구 상록수로 50, 302~307호 (본오동, 미림프라자)",,,,,,,,,2022-06-01
홍기정이비인후과의원,의원,031-487-2666,"경기도 안산시 상록구 예술광장1로 126, 202호 (성포동, (경동프라자))",,,,,,,,,2022-06-01
미치과의원,치과의원,031-485-2275,"경기도 안산시 상록구 안산천동로1길 29, 2층 (월피동, 안산현대2차아파트, a상가)",,,,,,,,,2022-06-01
서울치과의원,치과의원,031-437-2875,"경기도 안산시 상록구 건건3길 5 (건건동, 센타프라자402호)",,,,,,,,,2022-06-01
반월치과의원,치과의원,031-599-0828,"경기도 안산시 상록구 건건8길 2, 304호 (건건동, 이편한세상주상가동)",,,,,,,,,2022-06-01
서울의원,의원,031-437-9437,"경기도 안산시 상록구 건건3길 5, 401호 (건건동, 센타프라자)",,,,,,,,,2022-06-01
원광한의원,한의원,031-401-6300,"경기도 안산시 상록구 화랑로 508, 2층 (성포동, 예일빌딩)",,,,,,,,,2022-06-01
선치과의원,치과의원,031-401-5404,"경기도 안산시 상록구 예술광장1로 48, 302~303호 (월피동)",,,,,,,,,2022-06-01
부모치과의원,치과의원,031-418-4843,"경기도 안산시 상록구 선진로 112, 201호 (사동)",,,,,,,,,2022-06-01
미서울치과의원,치과의원,031-406-9776,"경기도 안산시 상록구 샘골로 147, 202,203호 (본오동, 대산빌딩)",,,,,,,,,2022-06-01
용피부과의원,의원,031-419-1379,"경기도 안산시 상록구 본삼로 51, 304호 (본오동, 리치스빌딩)",,,,,,,,,2022-06-01
최비뇨기과의원,의원,031-418-0095,"경기도 안산시 상록구 용신로 393, 305호 (본오동, 청암빌딩)",,,,,,,,,2022-06-01
미소래치과의원,치과의원,031-406-3497,"경기도 안산시 상록구 반석로 54, 309호 (본오동, 신안프라자)",,,,,,,,,2022-06-01
노동주치과의원,치과의원,031-416-2875,"경기도 안산시 상록구 도매시장로 90, 1층 (일동)",,,,,,,,,2022-06-01
김성수한의원,한의원,031-409-0079,"경기도 안산시 상록구 본삼로 60, 302호 (본오동, 월드프라자)",,,,,,,,,2022-06-01
연세내과의원,의원,031-411-0090,"경기도 안산시 상록구 화랑로 514, 210,211호 (성포동, 주공아파트종합상가)",,,,,,,,,2022-06-01
믿음치과의원,치과의원,031-411-2800,"경기도 안산시 상록구 월피로 31, 204,205호 (월피동)",,,,,,,,,2022-06-01
이기영산부인과의원,의원,031-486-8909,"경기도 안산시 상록구 예술광장1로 126, 302~304호 (성포동)",,,,,,,,,2022-06-01
하상윤치과의원,치과의원,031-408-2729,"경기도 안산시 상록구 샘골로 142, 202호 (본오동)",,,,,,,,,2022-06-01
백내과의원,의원,031-408-0330,"경기도 안산시 상록구 중보로 47, 206호 (이동)",,,,,,,,,2022-06-01
동명한의원,한의원,031-407-1870,"경기도 안산시 상록구 샘골로 144, 203호 (본오동)",,,,,,,,,2022-06-01
서정열이비인후과의원,의원,031-409-9140,"경기도 안산시 상록구 용신로 382, 301호 (본오동)",,,,,,,,,2022-06-01
정정형외과의원,의원,031-409-3999,"경기도 안산시 상록구 용신로 432, 2층 (본오동)",,,,,,,,,2022-06-01
정가정의원,의원,031-409-8248,"경기도 안산시 상록구 샘골로 143, 2층 (본오동, 청원빌딩)",,,,,,,,,2022-06-01
대한치과의원,치과의원,031-409-9931,"경기도 안산시 상록구 샘골로 143, 2층 (본오동, 청원빌딩)",,,,,,,,,2022-06-01
강현부부치과의원,치과의원,031-407-2211,"경기도 안산시 상록구 반석로 20, 롯데마트3층 (본오동)",,,,,,,,,2022-06-01
손이비인후과의원,의원,031-401-5458,"경기도 안산시 상록구 화랑로 513, 예술인아파트 스타프라자 305,306,313호 (성포동)",,,,,,,,,2022-06-01
우성치과의원,치과의원,031-407-5932,"경기도 안산시 상록구 본오로 133, 201호 (본오동, 우성아파트상가)",,,,,,,,,2022-06-01
상아치과의원,치과의원,031-403-2875,"경기도 안산시 상록구 예술광장1로 126, 201,301호 (성포동)",,,,,,,,,2022-06-01
성제한의원,한의원,031-418-3111,"경기도 안산시 상록구 감골2로 11, 306호 (사동, 욱일아파트상가)",,,,,,,,,2022-06-01
김성봉내과의원,의원,031-409-2020,"경기도 안산시 상록구 용신로 393, 210,304호 (본오동, 청암빌딩)",,,,,,,,,2022-06-01
상록치과의원,치과의원,031-407-3258,"경기도 안산시 상록구 본삼로 60, 1동 304호 (본오동, 월드프라자)",,,,,,,,,2022-06-01
형치과의원,치과의원,031-419-2275,"경기도 안산시 상록구 감골1로 29 (사동, 상록수타운월드아파트 월드클리닉)",,,,,,,,,2022-06-01
참소아과의원,의원,031-487-2819,"경기도 안산시 상록구 월피로 31, 2층 202호 (월피동, 한양아파트 상가1동)",,,,,,,,,2022-06-01
세란치과의원,치과의원,031-484-0073,"경기도 안산시 상록구 화랑로 514, 203호 (성포동)",,,,,,,,,2022-06-01
안산치과의원,치과의원,031-407-4047,"경기도 안산시 상록구 용신로 390 (본오동, 현대프라자)",,,,,,,,,2022-06-01
상치과의원,치과의원,031-482-2772,"경기도 안산시 상록구 화랑로 513, 307호 (성포동)",,,,,,,,,2022-06-01
팔곡한의원,한의원,031-480-3078,"경기도 안산시 상록구 해안로 1351 (팔곡이동, 2층)",,,,,,,,,2022-06-01
약산애한방병원,한방병원,031-365-5875,"경기도 안산시 상록구 본이로 44, 2~8층 (본오동)",,,,,,,,,2022-06-01
바른한방병원,한방병원,031-437-6700,"경기도 안산시 상록구 초당로 54, 1~4층 (사동)",,,,,,,,,2022-06-01
서연의료소비자생활협동조합본원한방병원,한방병원,031-501-1199,경기도 안산시 상록구 샘골로 78 (본오동),,,,,,,,,2022-06-01
동수한방병원,한방병원,031-502-7788,"경기도 안산시 상록구 본오로 46-1, 1~4층 (본오동)",,,,,,,,,2022-06-01
백비한방병원,한방병원,031-893-4999,"경기도 안산시 상록구 석호로 196, 109호, 111호, 112호, 113호, 201-1호, 4층 전체호 (사동)",,,,,,,,,2022-06-01
마루한방병원,한방병원,031-409-4100,"경기도 안산시 상록구 광덕1로 385, 6~7층 (이동, 엔타운)",,,,,,,,,2022-06-01
연세서울병원,정신병원,031-415-1010,"경기도 안산시 상록구 선암로 40 (본오동, 드들요양병원)",,,,,,,,,2022-06-01
안성훈한방병원,한방병원,031-365-3625,"경기도 안산시 상록구 광덕산2로 28 (월피동, 2층일부,3층)",,,,,,,,,2022-06-01
의료법인서전의료재단한사랑병원,병원,031-501-7777,경기도 안산시 상록구 광덕1로 345 (이동),,,,,,,,,2022-06-01
기둥병원,병원,031-418-8275,"경기도 안산시 상록구 상록수로 34, 뉴라성관광호텔 2층 일부, 3 층 (본오동)",,,,,,,,,2022-06-01
의료법인해인의료재단 해인요양병원,요양병원(일반요양병원),031-416-1251,"경기도 안산시 상록구 샘골로 43, 1~5층 (본오동)",,,,,,,,,2022-06-01
안산연세병원,정신병원,031-415-7515,"경기도 안산시 상록구 광덕1로 386, 303,401~406,408,501,603~605,7층호 (이동)",,,,,,,,,2022-06-01
동산한방병원,한방병원,031-502-5975,"경기도 안산시 상록구 석호로 43, 2층 (이동, 굿모닝오피스텔)",,,,,,,,,2022-06-01
안산튼튼병원,병원,031-8040-8100,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",,,,,,,,,2022-06-01
안산시립노인전문병원,요양병원(일반요양병원),031-8040-5114,경기도 안산시 상록구 차돌배기로 24 (사동),,,,,,,,,2022-06-01
베스트힐스요양병원,요양병원(일반요양병원),031-415-2300,"경기도 안산시 상록구 선진안길 17 (사동, e-서울병원)",,,,,,,,,2022-06-01
의료법인호원의료재단호원요양병원,요양병원(일반요양병원),031-439-3119,"경기도 안산시 상록구 광덕산2로 22 (월피동, 은성빌딩)",,,,,,,,,2022-06-01
(의)대선의료재단으뜸요양병원,요양병원(일반요양병원),031-363-5200,"경기도 안산시 상록구 용신로 352 (본오동, 목화웨딩홀)",,,,,,,,,2022-06-01
동안산병원,병원,031-410-1116,경기도 안산시 상록구 월피로 88 (월피동),,,,,,,,,2022-06-01
세화병원,병원,031-437-0114,경기도 안산시 상록구 용신로 355 (본오동),,,,,,,,,2022-06-01
의료법인칠석의료재단사랑의병원,병원,031-439-3000,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",,,,,,,,,2022-06-01
근로복지공단안산병원,종합병원,031-500-1114,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",,,,,,,,,2022-06-01
